Vardas           Pavarde          Med.             
Vardas7882       Pavarde7882      8.20               
Vardas7909       Pavarde7909      8.20               
Vardas7931       Pavarde7931      8.20               
Vardas7936       Pavarde7936      8.20               
Vardas7940       Pavarde7940      8.20               
Vardas8056       Pavarde8056      8.20               
Vardas8062       Pavarde8062      8.20               
Vardas8065       Pavarde8065      8.20               
Vardas8085       Pavarde8085      8.20               
Vardas8160       Pavarde8160      8.20               
Vardas8240       Pavarde8240      8.20               
Vardas8276       Pavarde8276      8.20               
Vardas8278       Pavarde8278      8.20               
Vardas8298       Pavarde8298      8.20               
Vardas8338       Pavarde8338      8.20               
Vardas8373       Pavarde8373      8.20               
Vardas8417       Pavarde8417      8.20               
Vardas8435       Pavarde8435      8.20               
Vardas8511       Pavarde8511      8.20               
Vardas8659       Pavarde8659      8.20               
Vardas8720       Pavarde8720      8.20               
Vardas8797       Pavarde8797      8.20               
Vardas8854       Pavarde8854      8.20               
Vardas8977       Pavarde8977      8.20               
Vardas8993       Pavarde8993      8.20               
Vardas9013       Pavarde9013      8.20               
Vardas9036       Pavarde9036      8.20               
Vardas9106       Pavarde9106      8.20               
Vardas9200       Pavarde9200      8.20               
Vardas9204       Pavarde9204      8.20               
Vardas9208       Pavarde9208      8.20               
Vardas9245       Pavarde9245      8.20               
Vardas9270       Pavarde9270      8.20               
Vardas9519       Pavarde9519      8.20               
Vardas9558       Pavarde9558      8.20               
Vardas9666       Pavarde9666      8.20               
Vardas9670       Pavarde9670      8.20               
Vardas9795       Pavarde9795      8.20               
Vardas9858       Pavarde9858      8.20               
Vardas9891       Pavarde9891      8.20               
Vardas9898       Pavarde9898      8.20               
Vardas73         Pavarde73        8.00               
Vardas78         Pavarde78        8.00               
Vardas113        Pavarde113       8.00               
Vardas116        Pavarde116       8.00               
Vardas118        Pavarde118       8.00               
Vardas178        Pavarde178       8.00               
Vardas195        Pavarde195       8.00               
Vardas225        Pavarde225       8.00               
Vardas262        Pavarde262       8.00               
Vardas270        Pavarde270       8.00               
Vardas309        Pavarde309       8.00               
Vardas338        Pavarde338       8.00               
Vardas387        Pavarde387       8.00               
Vardas407        Pavarde407       8.00               
Vardas412        Pavarde412       8.00               
Vardas452        Pavarde452       8.00               
Vardas487        Pavarde487       8.00               
Vardas498        Pavarde498       8.00               
Vardas511        Pavarde511       8.00               
Vardas512        Pavarde512       8.00               
Vardas542        Pavarde542       8.00               
Vardas576        Pavarde576       8.00               
Vardas626        Pavarde626       8.00               
Vardas662        Pavarde662       8.00               
Vardas742        Pavarde742       8.00               
Vardas773        Pavarde773       8.00               
Vardas803        Pavarde803       8.00               
Vardas844        Pavarde844       8.00               
Vardas881        Pavarde881       8.00               
Vardas890        Pavarde890       8.00               
Vardas919        Pavarde919       8.00               
Vardas938        Pavarde938       8.00               
Vardas996        Pavarde996       8.00               
Vardas1103       Pavarde1103      8.00               
Vardas1126       Pavarde1126      8.00               
Vardas1135       Pavarde1135      8.00               
Vardas1140       Pavarde1140      8.00               
Vardas1148       Pavarde1148      8.00               
Vardas1172       Pavarde1172      8.00               
Vardas1189       Pavarde1189      8.00               
Vardas1239       Pavarde1239      8.00               
Vardas1314       Pavarde1314      8.00               
Vardas1317       Pavarde1317      8.00               
Vardas1318       Pavarde1318      8.00               
Vardas1320       Pavarde1320      8.00               
Vardas1386       Pavarde1386      8.00               
Vardas1428       Pavarde1428      8.00               
Vardas1496       Pavarde1496      8.00               
Vardas1547       Pavarde1547      8.00               
Vardas1615       Pavarde1615      8.00               
Vardas1627       Pavarde1627      8.00               
Vardas1632       Pavarde1632      8.00               
Vardas1633       Pavarde1633      8.00               
Vardas1685       Pavarde1685      8.00               
Vardas1719       Pavarde1719      8.00               
Vardas1832       Pavarde1832      8.00               
Vardas1868       Pavarde1868      8.00               
Vardas1917       Pavarde1917      8.00               
Vardas1939       Pavarde1939      8.00               
Vardas1945       Pavarde1945      8.00               
Vardas1998       Pavarde1998      8.00               
Vardas2046       Pavarde2046      8.00               
Vardas2069       Pavarde2069      8.00               
Vardas2079       Pavarde2079      8.00               
Vardas2101       Pavarde2101      8.00               
Vardas2104       Pavarde2104      8.00               
Vardas2117       Pavarde2117      8.00               
Vardas2156       Pavarde2156      8.00               
Vardas2162       Pavarde2162      8.00               
Vardas2207       Pavarde2207      8.00               
Vardas2232       Pavarde2232      8.00               
Vardas2234       Pavarde2234      8.00               
Vardas2296       Pavarde2296      8.00               
Vardas2300       Pavarde2300      8.00               
Vardas2308       Pavarde2308      8.00               
Vardas2349       Pavarde2349      8.00               
Vardas2358       Pavarde2358      8.00               
Vardas2373       Pavarde2373      8.00               
Vardas2380       Pavarde2380      8.00               
Vardas2405       Pavarde2405      8.00               
Vardas2431       Pavarde2431      8.00               
Vardas2441       Pavarde2441      8.00               
Vardas2463       Pavarde2463      8.00               
Vardas2478       Pavarde2478      8.00               
